##name	path	Tissue	Description
##HG002_pb_chr22	hg002_pb_chr22.isoform.gz	blood	example_pb
##HG002_ont_chr22	hg002_ont_chr22.isoform.gz	blood	example_ont
#chrom	start	end	length	exon_count	trans_id	gene_id	confidence	detected	min_read	positive_count/sample_size	attributes	FORMAT	HG002_pb_chr22	HG002_ont_chr22
22	22580013	22580296	283	1	ENST00000490007.2	ENSG00000253120.1	0	no	1	0/2	gene_id:ENSG00000253120.1;transcript_id:ENST00000490007.2;gene_type:IG_V_pseudogene;gene_name:IGLV2-34;transcript_type:IG_V_pseudogene;transcript_name:IGLV2-34-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5893;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151174.3;havana_transcript:OTTHUMT00000321658.3	CPM:COUNT	0:0	0:0
22	22588154	22588688	534	2	ENST00000390302.3	ENSG00000211656.3	0	no	1	0/2	gene_id:ENSG00000211656.3;transcript_id:ENST00000390302.3;gene_type:IG_V_gene;gene_name:IGLV2-33;transcript_type:IG_V_gene;transcript_name:IGLV2-33-201;level:2;protein_id:ENSP00000374837.3;transcript_support_level:NA;hgnc_id:HGNC:5892;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151178.4;havana_transcript:OTTHUMT00000321664.4	CPM:COUNT	0:0	0:0
22	22594527	22595056	529	2	ENST00000390303.3	ENSG00000211657.3	0	no	1	0/2	gene_id:ENSG00000211657.3;transcript_id:ENST00000390303.3;gene_type:IG_V_gene;gene_name:IGLV3-32;transcript_type:IG_V_gene;transcript_name:IGLV3-32-201;level:2;protein_id:ENSP00000374838.3;transcript_support_level:NA;hgnc_id:HGNC:5914;tag:mRNA_end_NF;tag:cds_end_NF;tag:non_canonical_conserved;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151166.4;havana_transcript:OTTHUMT00000321635.4	CPM:COUNT	0:0	0:0
22	22604444	22605165	721	2	ENST00000523713.1	ENSG00000253920.1	0	no	1	0/2	gene_id:ENSG00000253920.1;transcript_id:ENST00000523713.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-31;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-31-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5913;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151179.1;havana_transcript:OTTHUMT00000321665.1	CPM:COUNT	0:0	0:0
22	22618571	22619163	592	2	ENST00000524362.1	ENSG00000253329.1	0	no	1	0/2	gene_id:ENSG00000253329.1;transcript_id:ENST00000524362.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-30;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-30-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5912;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151182.1;havana_transcript:OTTHUMT00000321668.1	CPM:COUNT	0:0	0:0
22	22630064	22636153	6089	7	ENST00000506079.2	ENSG00000215456.6	0	no	1	0/2	gene_id:ENSG00000215456.6;transcript_id:ENST00000506079.2;gene_type:unprocessed_pseudogene;gene_name:BCRP4;transcript_type:unprocessed_pseudogene;transcript_name:BCRP4-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:1017;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151175.2;havana_transcript:OTTHUMT00000321659.2	CPM:COUNT	0:0	0:0
22	22630545	22633849	3304	2	ENST00000661466.1	ENSG00000290990.2	0	no	1	0/2	gene_id:ENSG00000290990.2;transcript_id:ENST00000661466.1;gene_type:lncRNA;gene_name:ENSG00000290990;transcript_type:lncRNA;transcript_name:ENST00000661466;level:2;tag:basic;tag:TAGENE;havana_transcript:OTTHUMT00000513511.1	CPM:COUNT	0:0	0:0
22	22633640	22644524	10884	5	ENST00000716642.1	ENSG00000290990.2	0	no	1	0/2	gene_id:ENSG00000290990.2;transcript_id:ENST00000716642.1;gene_type:lncRNA;gene_name:ENSG00000290990;transcript_type:lncRNA;transcript_name:ENST00000716642;level:2;tag:RNA_Seq_supported_only;tag:basic;tag:Ensembl_canonical	CPM:COUNT	0:0	0:0
22	22639176	22644473	5297	2	ENST00000402027.1	ENSG00000290990.2	0	no	1	0/2	gene_id:ENSG00000290990.2;transcript_id:ENST00000402027.1;gene_type:lncRNA;gene_name:ENSG00000290990;transcript_type:lncRNA;transcript_name:ENST00000402027;level:1;transcript_support_level:1;tag:basic;tag:exp_conf;havana_transcript:OTTHUMT00000468457.1	CPM:COUNT	0:0	0:0
22	22642250	22644085	1835	1	ENST00000605258.1	ENSG00000183169.7	0	no	1	0/2	gene_id:ENSG00000183169.7;transcript_id:ENST00000605258.1;gene_type:transcribed_unprocessed_pseudogene;gene_name:POM121L1P;transcript_type:transcribed_unprocessed_pseudogene;transcript_name:POM121L1P-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:16439;ont:PGO:0000005;ont:PGO:0000019;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151169.2;havana_transcript:OTTHUMT00000321638.2	CPM:COUNT	0:0	0:0
22	22644613	22647898	3285	6	ENST00000448514.3	ENSG00000100121.14	0	no	1	0/2	gene_id:ENSG00000100121.14;transcript_id:ENST00000448514.3;gene_type:protein_coding;gene_name:GGTLC2;transcript_type:protein_coding;transcript_name:GGTLC2-202;level:2;protein_id:ENSP00000415676.2;transcript_support_level:1;hgnc_id:HGNC:18596;tag:basic;tag:Ensembl_canonical;tag:GENCODE_Primary;tag:MANE_Select;tag:CCDS;ccdsid:CCDS13802.2;havana_gene:OTTHUMG00000151177.5;havana_transcript:OTTHUMT00000321662.3	CPM:COUNT	0:0	0:0
22	22644639	22647898	3259	6	ENST00000480559.6	ENSG00000100121.14	0	no	1	0/2	gene_id:ENSG00000100121.14;transcript_id:ENST00000480559.6;gene_type:protein_coding;gene_name:GGTLC2;transcript_type:protein_coding;transcript_name:GGTLC2-203;level:2;protein_id:ENSP00000419751.1;transcript_support_level:1;hgnc_id:HGNC:18596;tag:alternative_5_UTR;tag:basic;tag:CCDS;ccdsid:CCDS13802.2;havana_gene:OTTHUMG00000151177.5;havana_transcript:OTTHUMT00000500378.2	CPM:COUNT	0:0	0:0
22	22646309	22647898	1589	4	ENST00000417145.2	ENSG00000100121.14	0	no	1	0/2	gene_id:ENSG00000100121.14;transcript_id:ENST00000417145.2;gene_type:protein_coding;gene_name:GGTLC2;transcript_type:protein_coding;transcript_name:GGTLC2-201;level:2;protein_id:ENSP00000499086.1;transcript_support_level:2;hgnc_id:HGNC:18596;tag:retained_intron_CDS;tag:basic;tag:appris_principal_1;tag:CCDS;ccdsid:CCDS93129.1;havana_gene:OTTHUMG00000151177.5;havana_transcript:OTTHUMT00000321663.2	CPM:COUNT	0:0	0:0
22	22661298	22661542	244	1	ENST00000520084.1	ENSG00000253338.1	0	no	1	0/2	gene_id:ENSG00000253338.1;transcript_id:ENST00000520084.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-29;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-29-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5911;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151168.1;havana_transcript:OTTHUMT00000321637.1	CPM:COUNT	0:0	0:0
22	22664472	22664907	435	2	ENST00000520681.1	ENSG00000253451.1	0	no	1	0/2	gene_id:ENSG00000253451.1;transcript_id:ENST00000520681.1;gene_type:IG_V_pseudogene;gene_name:IGLV2-28;transcript_type:IG_V_pseudogene;transcript_name:IGLV2-28-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5891;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151183.1;havana_transcript:OTTHUMT00000321669.1	CPM:COUNT	0:0	0:0
22	22668287	22668806	519	2	ENST00000390304.2	ENSG00000211658.2	0	no	1	0/2	gene_id:ENSG00000211658.2;transcript_id:ENST00000390304.2;gene_type:IG_V_gene;gene_name:IGLV3-27;transcript_type:IG_V_gene;transcript_name:IGLV3-27-201;level:2;protein_id:ENSP00000374839.2;transcript_support_level:NA;hgnc_id:HGNC:5910;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151171.2;havana_transcript:OTTHUMT00000321641.2	CPM:COUNT	0:0	0:0
22	22673151	22673602	451	2	ENST00000520756.1	ENSG00000253913.1	0	no	1	0/2	gene_id:ENSG00000253913.1;transcript_id:ENST00000520756.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-26;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-26-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5909;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151211.1;havana_transcript:OTTHUMT00000321815.1	CPM:COUNT	0:0	0:0
22	22679096	22679345	249	1	ENST00000521893.1	ENSG00000253779.1	0	no	1	0/2	gene_id:ENSG00000253779.1;transcript_id:ENST00000521893.1;gene_type:IG_V_pseudogene;gene_name:IGLVVI-25-1;transcript_type:IG_V_pseudogene;transcript_name:IGLVVI-25-1-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:15690;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151586.1;havana_transcript:OTTHUMT00000323196.1	CPM:COUNT	0:0	0:0
22	22686725	22687271	546	2	ENST00000390305.2	ENSG00000211659.2	0	no	1	0/2	gene_id:ENSG00000211659.2;transcript_id:ENST00000390305.2;gene_type:IG_V_gene;gene_name:IGLV3-25;transcript_type:IG_V_gene;transcript_name:IGLV3-25-201;level:2;protein_id:ENSP00000374840.2;transcript_support_level:NA;hgnc_id:HGNC:5908;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151221.3;havana_transcript:OTTHUMT00000321825.3	CPM:COUNT	0:0	0:0
22	22689830	22689978	148	1	ENST00000418731.1	ENSG00000232350.1	0	no	1	0/2	gene_id:ENSG00000232350.1;transcript_id:ENST00000418731.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000232350;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000418731;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151223.1;havana_transcript:OTTHUMT00000321827.1	CPM:COUNT	0:0	0:0
22	22692777	22693312	535	2	ENST00000438185.1	ENSG00000223999.1	0	no	1	0/2	gene_id:ENSG00000223999.1;transcript_id:ENST00000438185.1;gene_type:lncRNA;gene_name:ENSG00000223999;transcript_type:lncRNA;transcript_name:ENST00000438185;level:2;transcript_support_level:2;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151209.1;havana_transcript:OTTHUMT00000321813.1	CPM:COUNT	0:0	0:0
22	22694438	22694952	514	2	ENST00000517477.1	ENSG00000253822.1	0	no	1	0/2	gene_id:ENSG00000253822.1;transcript_id:ENST00000517477.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-24;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-24-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5907;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151230.2;havana_transcript:OTTHUMT00000321834.2	CPM:COUNT	0:0	0:0
22	22697788	22698407	619	2	ENST00000390306.2	ENSG00000211660.3	0	no	1	0/2	gene_id:ENSG00000211660.3;transcript_id:ENST00000390306.2;gene_type:IG_V_gene;gene_name:IGLV2-23;transcript_type:IG_V_gene;transcript_name:IGLV2-23-201;level:2;protein_id:ENSP00000374841.2;transcript_support_level:NA;hgnc_id:HGNC:5890;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151234.3;havana_transcript:OTTHUMT00000321839.3	CPM:COUNT	0:0	0:0
22	22700759	22700970	211	1	ENST00000521183.1	ENSG00000253546.1	0	no	1	0/2	gene_id:ENSG00000253546.1;transcript_id:ENST00000521183.1;gene_type:IG_V_pseudogene;gene_name:IGLVVI-22-1;transcript_type:IG_V_pseudogene;transcript_name:IGLVVI-22-1-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:15689;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151219.1;havana_transcript:OTTHUMT00000321823.1	CPM:COUNT	0:0	0:0
22	22704264	22704822	558	2	ENST00000390307.2	ENSG00000211661.2	23.497712889278777	yes	1	1/2	gene_id:ENSG00000211661.2;transcript_id:ENST00000390307.2;gene_type:IG_V_gene;gene_name:IGLV3-22;transcript_type:IG_V_gene;transcript_name:IGLV3-22-201;level:2;protein_id:ENSP00000374842.2;transcript_support_level:NA;hgnc_id:HGNC:5906;tag:mRNA_end_NF;tag:cds_end_NF;tag:dotter_confirmed;tag:not_best_in_genome_evidence;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151229.3;havana_transcript:OTTHUMT00000321833.3	CPM:COUNT	31.3302838523717:1	0:0
22	22711688	22713203	1515	3	ENST00000390308.2	ENSG00000211662.2	0	no	1	0/2	gene_id:ENSG00000211662.2;transcript_id:ENST00000390308.2;gene_type:IG_V_gene;gene_name:IGLV3-21;transcript_type:IG_V_gene;transcript_name:IGLV3-21-201;level:2;protein_id:ENSP00000374843.2;transcript_support_level:NA;hgnc_id:HGNC:5905;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151213.2;havana_transcript:OTTHUMT00000321817.2	CPM:COUNT	0:0	0:0
22	22715289	22715419	130	1	ENST00000519296.1	ENSG00000254240.1	0	no	1	0/2	gene_id:ENSG00000254240.1;transcript_id:ENST00000519296.1;gene_type:IG_V_pseudogene;gene_name:IGLVI-20;transcript_type:IG_V_pseudogene;transcript_name:IGLVI-20-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5934;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151242.1;havana_transcript:OTTHUMT00000321847.1	CPM:COUNT	0:0	0:0
22	22720622	22721145	523	2	ENST00000390309.2	ENSG00000211663.2	70.49313866783632	yes	1	1/2	gene_id:ENSG00000211663.2;transcript_id:ENST00000390309.2;gene_type:IG_V_gene;gene_name:IGLV3-19;transcript_type:IG_V_gene;transcript_name:IGLV3-19-201;level:2;protein_id:ENSP00000374844.2;transcript_support_level:NA;hgnc_id:HGNC:5903;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151226.2;havana_transcript:OTTHUMT00000321830.2	CPM:COUNT	93.9908515571151:3	0:0
22	22730724	22731090	366	1	ENST00000620749.1	ENSG00000278667.1	0	no	1	0/2	gene_id:ENSG00000278667.1;transcript_id:ENST00000620749.1;gene_type:processed_pseudogene;gene_name:ENSG00000278667;transcript_type:processed_pseudogene;transcript_name:ENST00000620749;level:2;transcript_support_level:NA;ont:PGO:0000004;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000188074.1;havana_transcript:OTTHUMT00000475857.1	CPM:COUNT	0:0	0:0
22	22734606	22735089	483	2	ENST00000390310.3	ENSG00000211664.3	0	no	1	0/2	gene_id:ENSG00000211664.3;transcript_id:ENST00000390310.3;gene_type:IG_V_gene;gene_name:IGLV2-18;transcript_type:IG_V_gene;transcript_name:IGLV2-18-201;level:2;protein_id:ENSP00000374845.3;transcript_support_level:NA;hgnc_id:HGNC:5889;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151232.3;havana_transcript:OTTHUMT00000321836.3	CPM:COUNT	0:0	0:0
22	22738943	22739187	244	1	ENST00000519099.1	ENSG00000253152.1	0	no	1	0/2	gene_id:ENSG00000253152.1;transcript_id:ENST00000519099.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-17;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-17-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5902;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151227.1;havana_transcript:OTTHUMT00000321831.1	CPM:COUNT	0:0	0:0
22	22747382	22747921	539	2	ENST00000390311.3	ENSG00000211665.3	0	no	1	0/2	gene_id:ENSG00000211665.3;transcript_id:ENST00000390311.3;gene_type:IG_V_gene;gene_name:IGLV3-16;transcript_type:IG_V_gene;transcript_name:IGLV3-16-201;level:2;protein_id:ENSP00000374846.3;transcript_support_level:NA;hgnc_id:HGNC:5901;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151231.3;havana_transcript:OTTHUMT00000321835.3	CPM:COUNT	0:0	0:0
22	22755553	22755797	244	1	ENST00000518356.1	ENSG00000253786.1	0	no	1	0/2	gene_id:ENSG00000253786.1;transcript_id:ENST00000518356.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-15;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-15-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5900;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151210.2;havana_transcript:OTTHUMT00000321814.2	CPM:COUNT	0:0	0:0
22	22757216	22759496	2280	2	ENST00000689050.1	ENSG00000288861.1	0	no	1	0/2	gene_id:ENSG00000288861.1;transcript_id:ENST00000689050.1;gene_type:lncRNA;gene_name:ENSG00000288861;transcript_type:lncRNA;transcript_name:ENST00000689050;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	22758699	22759218	519	2	ENST00000390312.2	ENSG00000211666.2	117.48856444639387	yes	1	1/2	gene_id:ENSG00000211666.2;transcript_id:ENST00000390312.2;gene_type:IG_V_gene;gene_name:IGLV2-14;transcript_type:IG_V_gene;transcript_name:IGLV2-14-201;level:2;protein_id:ENSP00000374847.2;transcript_support_level:NA;hgnc_id:HGNC:5888;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151235.2;havana_transcript:OTTHUMT00000321840.2	CPM:COUNT	156.65141926185854:5	0:0
22	22762293	22762516	223	1	ENST00000518475.1	ENSG00000253590.1	0	no	1	0/2	gene_id:ENSG00000253590.1;transcript_id:ENST00000518475.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-13;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-13-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5899;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151215.2;havana_transcript:OTTHUMT00000321819.2	CPM:COUNT	0:0	0:0
22	22771823	22772582	759	2	ENST00000390313.3	ENSG00000211667.3	0	no	1	0/2	gene_id:ENSG00000211667.3;transcript_id:ENST00000390313.3;gene_type:IG_V_gene;gene_name:IGLV3-12;transcript_type:IG_V_gene;transcript_name:IGLV3-12-201;level:2;protein_id:ENSP00000374848.3;transcript_support_level:NA;hgnc_id:HGNC:5898;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151233.3;havana_transcript:OTTHUMT00000321838.3	CPM:COUNT	0:0	0:0
22	22774528	22774691	163	1	ENST00000415642.1	ENSG00000231392.1	0	no	1	0/2	gene_id:ENSG00000231392.1;transcript_id:ENST00000415642.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000231392;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000415642;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151295.1;havana_transcript:OTTHUMT00000322124.1	CPM:COUNT	0:0	0:0
22	22785642	22787268	1626	2	ENST00000616239.1	ENSG00000275772.1	0	no	1	0/2	gene_id:ENSG00000275772.1;transcript_id:ENST00000616239.1;gene_type:processed_pseudogene;gene_name:ENSG00000275772;transcript_type:processed_pseudogene;transcript_name:ENST00000616239;level:2;transcript_support_level:NA;ont:PGO:0000004;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000188073.1;havana_transcript:OTTHUMT00000475856.1	CPM:COUNT	0:0	0:0
22	22790852	22818901	28049	3	ENST00000702002.1	ENSG00000289120.3	0	no	1	0/2	gene_id:ENSG00000289120.3;transcript_id:ENST00000702002.1;gene_type:lncRNA;gene_name:ENSG00000289120;transcript_type:lncRNA;transcript_name:ENST00000702002;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	22790852	22818902	28050	4	ENST00000686504.1	ENSG00000289120.3	0	no	1	0/2	gene_id:ENSG00000289120.3;transcript_id:ENST00000686504.1;gene_type:lncRNA;gene_name:ENSG00000289120;transcript_type:lncRNA;transcript_name:ENST00000686504;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	22816054	22818916	2862	4	ENST00000688920.1	ENSG00000289120.3	0	no	1	0/2	gene_id:ENSG00000289120.3;transcript_id:ENST00000688920.1;gene_type:lncRNA;gene_name:ENSG00000289120;transcript_type:lncRNA;transcript_name:ENST00000688920;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	22818412	22818943	531	1	ENST00000786456.1	ENSG00000289120.3	0	no	1	0/2	gene_id:ENSG00000289120.3;transcript_id:ENST00000786456.1;gene_type:lncRNA;gene_name:ENSG00000289120;transcript_type:lncRNA;transcript_name:ENST00000786456;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	22792490	22793007	517	2	ENST00000390314.2	ENSG00000211668.2	0	no	1	0/2	gene_id:ENSG00000211668.2;transcript_id:ENST00000390314.2;gene_type:IG_V_gene;gene_name:IGLV2-11;transcript_type:IG_V_gene;transcript_name:IGLV2-11-201;level:2;protein_id:ENSP00000374849.2;transcript_support_level:NA;hgnc_id:HGNC:5887;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151236.2;havana_transcript:OTTHUMT00000321841.2	CPM:COUNT	0:0	0:0
22	22803075	22803360	285	1	ENST00000618197.1	ENSG00000274381.1	0	no	1	0/2	gene_id:ENSG00000274381.1;transcript_id:ENST00000618197.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000274381;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000618197;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000188072.2;havana_transcript:OTTHUMT00000475855.2	CPM:COUNT	0:0	0:0
22	22811746	22812281	535	2	ENST00000390315.3	ENSG00000211669.3	0	no	1	0/2	gene_id:ENSG00000211669.3;transcript_id:ENST00000390315.3;gene_type:IG_V_gene;gene_name:IGLV3-10;transcript_type:IG_V_gene;transcript_name:IGLV3-10-201;level:2;protein_id:ENSP00000374850.3;transcript_support_level:NA;hgnc_id:HGNC:5897;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151237.3;havana_transcript:OTTHUMT00000321842.3	CPM:COUNT	0:0	0:0
22	22814670	22814926	256	1	ENST00000423259.1	ENSG00000226477.1	0	no	1	0/2	gene_id:ENSG00000226477.1;transcript_id:ENST00000423259.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000226477;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000423259;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151241.1;havana_transcript:OTTHUMT00000321846.1	CPM:COUNT	0:0	0:0
22	22819009	22819756	747	2	ENST00000390316.2	ENSG00000211670.2	0	no	1	0/2	gene_id:ENSG00000211670.2;transcript_id:ENST00000390316.2;gene_type:IG_V_gene;gene_name:IGLV3-9;transcript_type:IG_V_gene;transcript_name:IGLV3-9-201;level:2;protein_id:ENSP00000374851.2;transcript_support_level:NA;hgnc_id:HGNC:5918;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151239.2;havana_transcript:OTTHUMT00000321844.2	CPM:COUNT	0:0	0:0
22	22822657	22823289	632	2	ENST00000620395.2	ENSG00000278196.3	46.99542577855754	yes	1	1/2	gene_id:ENSG00000278196.3;transcript_id:ENST00000620395.2;gene_type:IG_V_gene;gene_name:IGLV2-8;transcript_type:IG_V_gene;transcript_name:IGLV2-8-201;level:2;protein_id:ENSP00000482937.2;transcript_support_level:NA;hgnc_id:HGNC:5895;tag:mRNA_end_NF;tag:cds_end_NF;tag:basic;tag:Ensembl_canonical;tag:appris_principal_1;havana_gene:OTTHUMG00000151240.6;havana_transcript:OTTHUMT00000321845.6	CPM:COUNT	62.6605677047434:2	0:0
22	22822775	22822871	96	1	ENST00000385101.1	ENSG00000284049.1	46.99542577855754	yes	1	1/2	gene_id:ENSG00000284049.1;transcript_id:ENST00000385101.1;gene_type:miRNA;gene_name:MIR650;transcript_type:miRNA;transcript_name:MIR650-201;level:3;transcript_support_level:NA;hgnc_id:HGNC:32906;tag:basic;tag:Ensembl_canonical	CPM:COUNT	62.6605677047434:2	0:0
22	22834864	22835117	253	1	ENST00000458673.1	ENSG00000237127.1	0	no	1	0/2	gene_id:ENSG00000237127.1;transcript_id:ENST00000458673.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000237127;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000458673;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151228.1;havana_transcript:OTTHUMT00000321832.1	CPM:COUNT	0:0	0:0
22	22838601	22838872	271	1	ENST00000522952.1	ENSG00000254077.1	0	no	1	0/2	gene_id:ENSG00000254077.1;transcript_id:ENST00000522952.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-7;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-7-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5917;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151208.1;havana_transcript:OTTHUMT00000321812.1	CPM:COUNT	0:0	0:0
22	22850374	22850624	250	1	ENST00000523937.1	ENSG00000253448.1	0	no	1	0/2	gene_id:ENSG00000253448.1;transcript_id:ENST00000523937.1;gene_type:IG_V_pseudogene;gene_name:IGLV3-6;transcript_type:IG_V_pseudogene;transcript_name:IGLV3-6-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5916;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151222.1;havana_transcript:OTTHUMT00000321826.1	CPM:COUNT	0:0	0:0
22	22856761	22857038	277	1	ENST00000522922.1	ENSG00000253234.1	0	no	1	0/2	gene_id:ENSG00000253234.1;transcript_id:ENST00000522922.1;gene_type:IG_V_pseudogene;gene_name:IGLV2-5;transcript_type:IG_V_pseudogene;transcript_name:IGLV2-5-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:5894;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000151216.1;havana_transcript:OTTHUMT00000321820.1	CPM:COUNT	0:0	0:0
